episode,step,category,entity_type,entity_index,x,y,ellipse_width,ellipse_height,ellipse_angle_deg
4,0,agent,defender,0,0.49821916222572327,-0.042162444442510605,,,
4,0,agent,defender,1,-0.4906211197376251,0.09638940542936325,,,
4,0,agent,intruder,0,-2.772127866744995,4.161166667938232,,,
4,0,ellipse,intruder,0,-2.772127866744995,4.161166667938232,6.0,6.0,90.0
4,1,agent,defender,0,0.42127785086631775,0.021712709218263626,,,
4,1,agent,defender,1,-0.5418951511383057,0.18224377930164337,,,
4,1,agent,intruder,0,-2.714406967163086,4.079506874084473,,,
4,1,ellipse,intruder,0,-3.173973798751831,4.2693705558776855,5.165585366736266,3.714548534708067,123.85332307231187
4,2,agent,defender,0,0.34253746271133423,0.08335645496845245,,,
4,2,agent,defender,1,-0.6077544689178467,0.2574937045574188,,,
4,2,agent,intruder,0,-2.6569554805755615,3.997657537460327,,,
4,2,ellipse,intruder,0,-3.5796263217926025,4.020887851715088,5.012394405361213,2.7690275619653013,129.0374661750845
4,3,agent,defender,0,0.2633071839809418,0.14436927437782288,,,
4,3,agent,defender,1,-0.675433337688446,0.33111143112182617,,,
4,3,agent,intruder,0,-2.6000823974609375,3.9154052734375,,,
4,3,ellipse,intruder,0,-2.941255569458008,4.354602336883545,5.056820723246963,2.2211396646235695,125.68220707349175
4,4,agent,defender,0,0.18068140745162964,0.20069849491119385,,,
4,4,agent,defender,1,-0.7525686025619507,0.39475226402282715,,,
4,4,agent,intruder,0,-2.5441195964813232,3.832530975341797,,,
4,4,ellipse,intruder,0,-2.9406344890594482,4.270388603210449,5.330031909047008,1.9655004595781507,126.1582358695793
4,5,agent,defender,0,0.10297632217407227,0.263642281293869,,,
4,5,agent,defender,1,-0.8204451203346252,0.4681878089904785,,,
4,5,agent,intruder,0,-2.488980293273926,3.7491064071655273,,,
4,5,ellipse,intruder,0,-3.1067593097686768,4.361236095428467,5.21259955480161,1.7965365098054238,126.19456999581192
4,6,agent,defender,0,0.026426605880260468,0.3279862105846405,,,
4,6,agent,defender,1,-0.8876498937606812,0.5422385931015015,,,
4,6,agent,intruder,0,-2.434485912322998,3.6652591228485107,,,
4,6,ellipse,intruder,0,-3.2091829776763916,4.5063090324401855,5.131699117202598,1.6738472753290439,124.57074756923174
4,7,agent,defender,0,-0.050309836864471436,0.3921073377132416,,,
4,7,agent,defender,1,-0.9565504193305969,0.6147142052650452,,,
4,7,agent,intruder,0,-2.380493640899658,3.581087827682495,,,
4,7,ellipse,intruder,0,-3.012949228286743,4.599965572357178,5.291735241496724,1.5027643548441414,122.49944390615651
4,8,agent,defender,0,-0.12689468264579773,0.45640942454338074,,,
4,8,agent,defender,1,-1.0263439416885376,0.6863303184509277,,,
4,8,agent,intruder,0,-2.326910972595215,3.496654987335205,,,
4,8,ellipse,intruder,0,-2.755948066711426,4.488228797912598,5.317626213940194,1.4265005286817012,119.84960469612385
4,9,agent,defender,0,-0.20089921355247498,0.5236651301383972,,,
4,9,agent,defender,1,-1.092064619064331,0.7617013454437256,,,
4,9,agent,intruder,0,-2.27368426322937,3.4119973182678223,,,
4,9,ellipse,intruder,0,-2.6151657104492188,4.305107116699219,5.607124116971665,1.2867311569412654,118.15903030731002
4,10,agent,defender,0,-0.2724100351333618,0.5935664772987366,,,
4,10,agent,defender,1,-1.152755618095398,0.8411784172058105,,,
4,10,agent,intruder,0,-2.2207932472229004,3.327129602432251,,,
4,10,ellipse,intruder,0,-2.687344789505005,4.430055618286133,5.446587810031707,1.2321560204902826,117.63735230696854
4,11,agent,defender,0,-0.3429284393787384,0.6644688844680786,,,
4,11,agent,defender,1,-1.2118159532546997,0.9218746423721313,,,
4,11,agent,intruder,0,-2.1682217121124268,3.242063522338867,,,
4,11,ellipse,intruder,0,-2.8754773139953613,4.552659511566162,5.848573954118154,1.203932249944021,117.25154712998466
4,12,agent,defender,0,-0.41273796558380127,0.73606938123703,,,
4,12,agent,defender,1,-1.2706935405731201,1.0027042627334595,,,
4,12,agent,intruder,0,-2.115966320037842,3.1568028926849365,,,
4,12,ellipse,intruder,0,-2.8720552921295166,4.418462753295898,6.08376301660693,1.159909496522367,116.76812082826828
4,13,agent,defender,0,-0.48433780670166016,0.8058795928955078,,,
4,13,agent,defender,1,-1.3333135843276978,1.0806704759597778,,,
4,13,agent,intruder,0,-2.064032554626465,3.0713460445404053,,,
4,13,ellipse,intruder,0,-2.2773091793060303,3.5860817432403564,5.192610690293316,0.8286062519476032,114.66737733480379
4,14,agent,defender,0,-0.5581899285316467,0.8733026385307312,,,
4,14,agent,defender,1,-1.3999152183532715,1.155264139175415,,,
4,14,agent,intruder,0,-2.0124318599700928,2.985687732696533,,,
4,14,ellipse,intruder,0,-2.204556941986084,3.8177249431610107,4.793138154660554,0.7181120178818676,113.68781478230788
4,15,agent,defender,0,-0.6310876607894897,0.9417564272880554,,,
4,15,agent,defender,1,-1.4631518125534058,1.2327311038970947,,,
4,15,agent,intruder,0,-1.961187720298767,2.899815559387207,,,
4,15,ellipse,intruder,0,-2.2499475479125977,3.3669207096099854,4.782065198967217,0.5842627558114415,111.75168058481162
4,16,agent,defender,0,-0.697955846786499,1.0161112546920776,,,
4,16,agent,defender,1,-1.515431523323059,1.3179768323898315,,,
4,16,agent,intruder,0,-1.910333275794983,2.8137118816375732,,,
4,16,ellipse,intruder,0,-2.2403664588928223,3.6333231925964355,4.329905343225218,0.6635286557418962,108.981246678645
4,17,agent,defender,0,-0.7670682668685913,1.0883848667144775,,,
4,17,agent,defender,1,-1.573441743850708,1.3994312286376953,,,
4,17,agent,intruder,0,-1.859899640083313,2.7273612022399902,,,
4,17,ellipse,intruder,0,-2.0579910278320312,3.4155099391937256,2.9372334226429344,0.49056002435171187,105.27649446286324
